product_id,title,status,error,admin_url
gid://shopify/Product/10214432178482,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10214432178482
gid://shopify/Product/10214990414130,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10214990414130
gid://shopify/Product/10214991757618,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10214991757618
gid://shopify/Product/10214999032114,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10214999032114
gid://shopify/Product/10215023640882,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10215023640882
gid://shopify/Product/10215041827122,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10215041827122
gid://shopify/Product/10215130497330,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10215130497330
gid://shopify/Product/10215133643058,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10215133643058
gid://shopify/Product/10215468302642,,open_failed,backend_fallback_failed: Shopify GraphQL transport failed after 3 attempts: [WinError 10061] 由于目标计算机积极拒绝，无法连接。,https://admin.shopify.com/store/getbulkdeals/products/10215468302642
gid://shopify/Product/10215504773426,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10215504773426
gid://shopify/Product/10215723499826,,open_failed,backend_fallback_failed: Shopify GraphQL transport failed after 3 attempts: [WinError 10061] 由于目标计算机积极拒绝，无法连接。,https://admin.shopify.com/store/getbulkdeals/products/10215723499826
gid://shopify/Product/10216631894322,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10216631894322
gid://shopify/Product/10216633762098,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10216633762098
gid://shopify/Product/10217558180146,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10217558180146
gid://shopify/Product/10218962190642,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10218962190642
gid://shopify/Product/10219081105714,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10219081105714
gid://shopify/Product/10219084710194,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10219084710194
gid://shopify/Product/10219124490546,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10219124490546
gid://shopify/Product/10219771560242,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10219771560242
gid://shopify/Product/10219914199346,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10219914199346
gid://shopify/Product/10219932385586,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10219932385586
gid://shopify/Product/10219951554866,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10219951554866
gid://shopify/Product/10219953520946,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10219953520946
gid://shopify/Product/10219957616946,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10219957616946
gid://shopify/Product/10219988746546,,open_failed,Page.wait_for_timeout: Connection closed while reading from the driver,https://admin.shopify.com/store/getbulkdeals/products/10219988746546
gid://shopify/Product/10220065358130,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10220065358130
gid://shopify/Product/10220079710514,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10220079710514
gid://shopify/Product/10220080103730,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10220080103730
gid://shopify/Product/10220081512754,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10220081512754
gid://shopify/Product/10220099928370,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10220099928370
gid://shopify/Product/10220147114290,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10220147114290
gid://shopify/Product/10220206784818,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10220206784818
gid://shopify/Product/10220238831922,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10220238831922
gid://shopify/Product/10220258427186,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10220258427186
gid://shopify/Product/10220259901746,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10220259901746
gid://shopify/Product/10220345000242,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10220345000242
gid://shopify/Product/10221054656818,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221054656818
gid://shopify/Product/10221061505330,,open_failed,run_single_product returned empty result,https://admin.shopify.com/store/getbulkdeals/products/10221061505330
gid://shopify/Product/10221065732402,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221065732402
gid://shopify/Product/10221075104050,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221075104050
gid://shopify/Product/10221075267890,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221075267890
gid://shopify/Product/10221075530034,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221075530034
gid://shopify/Product/10221076447538,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221076447538
gid://shopify/Product/10221076578610,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221076578610
gid://shopify/Product/10221079134514,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221079134514
gid://shopify/Product/10221095846194,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221095846194
gid://shopify/Product/10221096108338,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221096108338
gid://shopify/Product/10221096337714,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221096337714
gid://shopify/Product/10221109444914,,open_failed,backend_fallback_failed: Shopify GraphQL transport failed after 3 attempts: [WinError 10061] 由于目标计算机积极拒绝，无法连接。,https://admin.shopify.com/store/getbulkdeals/products/10221109444914
gid://shopify/Product/10221112951090,,open_failed,backend_fallback_failed: Shopify GraphQL transport failed after 3 attempts: [WinError 10061] 由于目标计算机积极拒绝，无法连接。,https://admin.shopify.com/store/getbulkdeals/products/10221112951090
gid://shopify/Product/10221113377074,,open_failed,backend_fallback_failed: Shopify GraphQL transport failed after 3 attempts: [WinError 10061] 由于目标计算机积极拒绝，无法连接。,https://admin.shopify.com/store/getbulkdeals/products/10221113377074
gid://shopify/Product/10221174554930,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221174554930
gid://shopify/Product/10221229277490,,open_failed,backend_fallback_failed: Connection error.,https://admin.shopify.com/store/getbulkdeals/products/10221229277490
gid://shopify/Product/10221229637938,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221229637938
gid://shopify/Product/10221229900082,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221229900082
gid://shopify/Product/10221236388146,,open_failed,"backend_fallback_failed: Error code: 503 - {'error': {'message': 'Service is too busy. We advise users to temporarily switch to alternative LLM API service providers.', 'type': 'service_unavailable_error', 'param': None, 'code': 'service_unavailable_error'}}",https://admin.shopify.com/store/getbulkdeals/products/10221236388146
gid://shopify/Product/10221236486450,,open_failed,"backend_fallback_failed: Error code: 503 - {'error': {'message': 'Service is too busy. We advise users to temporarily switch to alternative LLM API service providers.', 'type': 'service_unavailable_error', 'param': None, 'code': 'service_unavailable_error'}}",https://admin.shopify.com/store/getbulkdeals/products/10221236486450
gid://shopify/Product/10221241598258,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221241598258
gid://shopify/Product/10221249429810,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221249429810
gid://shopify/Product/10221250019634,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221250019634
gid://shopify/Product/10221263814962,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221263814962
gid://shopify/Product/10221264666930,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221264666930
gid://shopify/Product/10221282492722,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221282492722
gid://shopify/Product/10221295534386,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221295534386
gid://shopify/Product/10221300973874,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221300973874
gid://shopify/Product/10221301039410,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221301039410
gid://shopify/Product/10221308248370,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221308248370
gid://shopify/Product/10221310279986,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221310279986
gid://shopify/Product/10221325975858,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221325975858
gid://shopify/Product/10221358186802,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221358186802
gid://shopify/Product/10221360808242,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221360808242
gid://shopify/Product/10221360906546,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221360906546
gid://shopify/Product/10221376274738,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221376274738
gid://shopify/Product/10221376504114,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221376504114
gid://shopify/Product/10221376569650,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221376569650
gid://shopify/Product/10221399834930,,open_failed,Shopify 后台返回了 500 或页面加载异常。,https://admin.shopify.com/store/getbulkdeals/products/10221399834930
